rank,url,slug,locale,category,clicks,impressions,ctr,position,post_id,title,has_placeholder,date,featured_image
255,https://www.afriquesports.net/ligue-des-champions/liverpool-real-madrid-le-penalty-rate-de-mbappe-enflamme-la-toile-video,liverpool-real-madrid-le-penalty-rate-de-mbappe-enflamme-la-toile-video,fr,ligue-des-champions,71,2403,2.95,10.3,834119,Liverpool &#8211; Real Madrid : le pénalty raté de Mbappé enflamme la toile (vidéo),true,2026-01-02,
256,https://www.afriquesports.net/afrique/senegal/equipe-du-senegal-le-verdict-est-tombe-pour-malick-thiaw,equipe-du-senegal-le-verdict-est-tombe-pour-malick-thiaw,fr,afrique,70,1133,6.18,9.0,,,,,
257,https://www.afriquesports.net/article-du-jour/voitures-de-luxe-jet-prive-salaire-mirobolant-la-fortune-colossale-daubameyang,voitures-de-luxe-jet-prive-salaire-mirobolant-la-fortune-colossale-daubameyang,fr,article-du-jour,70,5136,1.36,11.1,,,,,
258,https://www.afriquesports.net/ballon-dor/la-verite-eclate-pourquoi-didier-drogba-a-ete-ecarte-du-ballon-dor-2025,la-verite-eclate-pourquoi-didier-drogba-a-ete-ecarte-du-ballon-dor-2025,fr,ballon-dor,70,2608,2.68,7.6,859457,Ballon d’Or 2025 : voici pourquoi Didier Drogba a été écarté !,true,2026-01-02,
259,https://www.afriquesports.net/europe/cest-fait-le-real-madrid-degaine-la-recrue-tant-attendue-pour-xabi-alonso,cest-fait-le-real-madrid-degaine-la-recrue-tant-attendue-pour-xabi-alonso,fr,europe,70,1443,4.85,11.2,863537,C&rsquo;est fait ! Le Real Madrid dégaine la recrue tant attendue pour Xabi Alonso.,true,2025-12-31,
260,https://www.afriquesports.net/afrique/senegal/senegal-vs-bresil-le-verdict-est-tombe-pour-iliman-ndiaye-apres-sa-blessure-avec-everton,senegal-vs-bresil-le-verdict-est-tombe-pour-iliman-ndiaye-apres-sa-blessure-avec-everton,fr,afrique,69,1657,4.16,11.5,865686,Sénégal vs Brésil : le verdict est tombé pour Iliman Ndiaye après sa blessure avec Everton,true,2025-12-24,
261,https://www.afriquesports.net/europe/le-real-madrid-a-deja-choisi-le-successeur-de-thibaut-courtois,le-real-madrid-a-deja-choisi-le-successeur-de-thibaut-courtois,fr,europe,69,2692,2.56,4.3,863222,Le Real Madrid a déjà choisi le successeur de Thibaut Courtois,true,2025-12-28,
262,https://www.afriquesports.net/afrique/senegal/senegal-rdc-grosse-polemique-apres-un-but-refuse,senegal-rdc-grosse-polemique-apres-un-but-refuse,fr,afrique,68,1137,5.98,10.4,,,,,
263,https://www.afriquesports.net/autres/messi-24e-pele-43e-bolt-4e-les-50-plus-grands-sportifs-de-tous-les-temps-gms,messi-24e-pele-43e-bolt-4e-les-50-plus-grands-sportifs-de-tous-les-temps-gms,fr,autres,68,3195,2.13,23.5,410008,"Messi 24e, Pelé 43e, Bolt 4e : Les 50 plus grands sportifs de tous les temps (GMS)",true,2025-12-31,
264,https://www.afriquesports.net/classement/ronaldo-8e-messi-3e-zidane-le-top-20-des-meilleurs-dribbleurs-du-21e-siecle,ronaldo-8e-messi-3e-zidane-le-top-20-des-meilleurs-dribbleurs-du-21e-siecle,fr,classement,68,4136,1.64,10.5,502752,"Ronaldo 8e, Messi 3e, Zidane&#8230; le top 20 des meilleurs dribbleurs du 21e siècle",true,2026-01-01,
265,https://www.afriquesports.net/coupe-du-monde/senegal-vs-soudan-la-fifa-tranche-et-surprend-tout-le-monde,senegal-vs-soudan-la-fifa-tranche-et-surprend-tout-le-monde,fr,coupe-du-monde,68,1769,3.84,24.4,856100,Sénégal vs Soudan : la FIFA tranche et surprend tout le monde,true,2026-01-02,
266,https://www.afriquesports.net/football/ronaldinho-4e-kaka-8e-le-nouveau-top-20-des-meilleurs-joueurs-bresiliens-de-lhistoire,ronaldinho-4e-kaka-8e-le-nouveau-top-20-des-meilleurs-joueurs-bresiliens-de-lhistoire,fr,football,68,1876,3.62,28.4,,,,,
267,https://www.afriquesports.net/football/senegal-botswana-sous-la-pluie-le-geste-dedouard-mendy-fait-le-buzz-a-la-can-photo,senegal-botswana-sous-la-pluie-le-geste-dedouard-mendy-fait-le-buzz-a-la-can-photo,fr,football,68,2134,3.19,3.1,871222,"Sénégal – Botswana : sous la pluie, le geste d’Édouard Mendy fait le buzz à la CAN (Photo)",true,2025-12-31,
268,https://www.afriquesports.net/afrique/satou-toure-la-mere-de-sadio-mane-explique-la-raison-pour-laquelle-il-a-rejoint-al-nassr,satou-toure-la-mere-de-sadio-mane-explique-la-raison-pour-laquelle-il-a-rejoint-al-nassr,fr,afrique,67,7590,0.88,9.3,696360,"Satou Touré, la mère de Sadio Mané, explique la raison pour laquelle il a rejoint Al-Nassr",true,2025-12-31,
269,https://www.afriquesports.net/ballon-dor/ballon-dor-2025-le-classement-final-prend-forme-grosse-surprise-en-tete,ballon-dor-2025-le-classement-final-prend-forme-grosse-surprise-en-tete,fr,ballon-dor,67,9916,0.68,19.5,853155,"Ballon d’Or 2025 : le classement final prend forme, grosse surprise en tête !",true,2026-01-02,
270,https://www.afriquesports.net/football/foot/riches-et-milliardaires-le-top-10-des-sportifs-senegalais-photos,riches-et-milliardaires-le-top-10-des-sportifs-senegalais-photos,fr,football,67,2931,2.29,16.8,,,,,
271,https://www.afriquesports.net/algerie/mbappe-et-la-can-2025-sa-decision-entre-algerie-et-cameroun-cree-la-polemique,mbappe-et-la-can-2025-sa-decision-entre-algerie-et-cameroun-cree-la-polemique,fr,algerie,66,3068,2.15,4.3,871870,Mbappé et la CAN 2025 : sa décision entre Algérie et Cameroun crée la polémique,true,2026-01-02,
272,https://www.afriquesports.net/can-2025/can-2025-maroc-ecrase-les-comores-2-0-reflet-dune-gloire-mondiale,can-2025-maroc-ecrase-les-comores-2-0-reflet-dune-gloire-mondiale,fr,can-2025,66,6462,1.02,5.2,,,,,
273,https://www.afriquesports.net/foot/cote-divoire-equipe-type-can-2025-sans-haller,cote-divoire-equipe-type-can-2025-sans-haller,fr,foot,66,4677,1.41,4.5,,,,,
274,https://www.afriquesports.net/football/ancelotti-sort-du-silence-et-dit-ses-verites-sur-le-senegal,ancelotti-sort-du-silence-et-dit-ses-verites-sur-le-senegal,fr,football,66,1073,6.15,8.0,863746,Ancelotti sort du silence et dit ses vérités sur le Sénégal !,true,2026-01-02,
275,https://www.afriquesports.net/cameroun/alexandre-song-choque-avec-ses-declarations-sur-cameroun-gabon,alexandre-song-choque-avec-ses-declarations-sur-cameroun-gabon,fr,cameroun,65,2262,2.87,5.7,870817,Alexandre Song choque avec ses déclarations sur Cameroun – Gabon,true,2026-01-02,
276,https://www.afriquesports.net/coupe-du-monde/pele-3e-zidane-7e-cr7-les-50-meilleurs-joueurs-de-lhistoire-devoiles-apres-le-sacre-de-messi,pele-3e-zidane-7e-cr7-les-50-meilleurs-joueurs-de-lhistoire-devoiles-apres-le-sacre-de-messi,fr,coupe-du-monde,65,9158,0.71,44.6,,,,,
277,https://www.afriquesports.net/football/assane-diao-la-federation-senegalaise-de-football-prend-une-decision,assane-diao-la-federation-senegalaise-de-football-prend-une-decision,fr,football,65,809,8.03,7.5,858966,Assane Diao : la Fédération Sénégalaise de Football prend une décision,true,2025-12-27,
278,https://www.afriquesports.net/football/tres-mauvaise-nouvelle-pour-le-barca-et-pedri-juste-avant-2026,tres-mauvaise-nouvelle-pour-le-barca-et-pedri-juste-avant-2026,fr,football,65,1628,3.99,5.0,870211,Très mauvaise nouvelle pour le Barça et Pedri juste avant 2026 !,true,2026-01-02,
279,https://www.afriquesports.net/classement/modric-8e-pirlo-5e-xavi-3e-les-10-meilleurs-milieux-de-terrain-de-tous-les-temps,modric-8e-pirlo-5e-xavi-3e-les-10-meilleurs-milieux-de-terrain-de-tous-les-temps,fr,classement,64,9993,0.64,12.8,453902,"Modric 8e, Pirlo 5e, Xavi 3e&#8230; les 10 meilleurs milieux de terrain de tous les temps",true,2026-01-01,
280,https://www.afriquesports.net/football/fifa-the-best-2023-lionel-messi-lemporte-devant-haaland-au-forceps,fifa-the-best-2023-lionel-messi-lemporte-devant-haaland-au-forceps,fr,football,64,1222,5.24,7.9,787063,FIFA The Best 2023 : Lionel Messi l&#8217;emporte devant Haaland au forceps,true,2025-12-31,
281,https://www.afriquesports.net/europe/torres-19e-van-persie-12e-aguero-3e-les-30-meilleurs-numeros-9-de-lhistoire-de-la-pl,torres-19e-van-persie-12e-aguero-3e-les-30-meilleurs-numeros-9-de-lhistoire-de-la-pl,fr,europe,63,927,6.80,22.0,,,,,
282,https://www.afriquesports.net/football/can-2025-le-coup-de-gueule-de-vladimir-petkovic-sur-la-presence-de-zinedine-zidane,can-2025-le-coup-de-gueule-de-vladimir-petkovic-sur-la-presence-de-zinedine-zidane,fr,football,63,951,6.62,3.1,871920,CAN 2025 : le coup de gueule de Vladimir Petkovic sur la présence de Zinédine Zidane,true,2026-01-02,
283,https://www.afriquesports.net/football/van-dijk-31e-pique-44e-ramosles-50-meilleurs-defenseurs-de-lhistoire-ranker,van-dijk-31e-pique-44e-ramosles-50-meilleurs-defenseurs-de-lhistoire-ranker,fr,football,63,2473,2.55,20.3,440154,"Van Dijk 31è, Piqué 44è, Ramos…les 50 meilleurs défenseurs de l’histoire (Ranker)",true,2026-01-01,
284,https://www.afriquesports.net/afrique/senegal/soudan-du-sud-senegal-les-11-titulaires-attendus-pour-le-choc,soudan-du-sud-senegal-les-11-titulaires-attendus-pour-le-choc,fr,afrique,62,5545,1.12,7.5,,,,,
285,https://www.afriquesports.net/can-2025/en-direct-can-2025-senegal-vs-rdc-groupe-d,en-direct-can-2025-senegal-vs-rdc-groupe-d,fr,can-2025,62,7701,0.81,5.3,871671,EN DIRECT / CAN 2025 : Sénégal vs RDC &#8211; Groupe D !,true,2026-01-02,
286,https://www.afriquesports.net/can-2025/emmanuel-macron-balance-cash-sur-la-can-au-maroc,emmanuel-macron-balance-cash-sur-la-can-au-maroc,fr,can-2025,61,7308,0.83,3.0,870639,Emmanuel Macron balance cash sur la CAN au Maroc !,true,2025-12-31,
287,https://www.afriquesports.net/can-2025/en-direct-can-2025-cameroun-vs-gabon-groupe-f-suivez-le-match-en-direct,en-direct-can-2025-cameroun-vs-gabon-groupe-f-suivez-le-match-en-direct,fr,can-2025,61,8811,0.69,6.2,871392,"EN DIRECT / CAN 2025 : Cameroun vs Gabon &#8211; GROUPE F, suivez le match en direct !",true,2026-01-01,
288,https://www.afriquesports.net/football/accuse-dadultere-vinicius-jr-brise-le-silence-publiquement,accuse-dadultere-vinicius-jr-brise-le-silence-publiquement,fr,football,61,2521,2.42,5.0,862778,"Accusé d&rsquo;adultère, Vinicius Jr brise le silence publiquement",true,2025-12-31,
289,https://www.afriquesports.net/football/rdc-les-leopards-prets-a-defier-lalgerie-en-8e-de-af-1767166247262,rdc-les-leopards-prets-a-defier-lalgerie-en-8e-de-af-1767166247262,fr,football,61,3965,1.54,6.3,,,,,
290,https://www.afriquesports.net/algerie/ca-chauffe-avant-le-match-algerie-rd-congo-fait-trembler-la-can-2025,ca-chauffe-avant-le-match-algerie-rd-congo-fait-trembler-la-can-2025,fr,algerie,60,10551,0.57,4.5,872354,Ça chauffe avant le match : Algérie–RD Congo fait trembler la CAN 2025,true,2026-01-02,
291,https://www.afriquesports.net/football/barca-pedri-inquiete-avant-les-prochains-matchs-de-lespagne,barca-pedri-inquiete-avant-les-prochains-matchs-de-lespagne,fr,football,60,2800,2.14,4.5,863111,Barça : Pedri inquiète avant les prochains matchs de l’Espagne,true,2025-12-29,
292,https://www.afriquesports.net/football/barca-retour-de-messi-pedri-tranche-et-fait-son-choix,barca-retour-de-messi-pedri-tranche-et-fait-son-choix,fr,football,60,4936,1.22,4.3,871264,Barça : Retour de Messi ? Pedri tranche et fait son choix !,true,2025-12-31,
293,https://www.afriquesports.net/afrique/cote-divoire/emerse-fae-fait-une-incroyable-revelation-sur-sa-femme,emerse-fae-fait-une-incroyable-revelation-sur-sa-femme,fr,afrique,59,1874,3.15,4.0,,,,,
294,https://www.afriquesports.net/europe/coup-de-tonnerre-a-madrid-ultimatum-lance-a-vinicius,coup-de-tonnerre-a-madrid-ultimatum-lance-a-vinicius,fr,europe,59,5374,1.10,14.0,854327,Coup de tonnerre à Madrid : ultimatum lancé à Vinicius !,true,2026-01-02,
295,https://www.afriquesports.net/europe/tragedie-en-indonesie-deces-dun-ancien-footballeur-espagnol-dans-un-naufrage,tragedie-en-indonesie-deces-dun-ancien-footballeur-espagnol-dans-un-naufrage,fr,europe,59,1534,3.85,6.6,871865,Tragédie en Indonésie : décès d’un ancien footballeur espagnol dans un naufrage,true,2026-01-02,
296,https://www.afriquesports.net/football/roman-abramovich-tres-puissant-john-obi-mikel-sort-ses-verites-il-ma-dit-si-jenvoie-des-gens-au-nigeria-je-peux,roman-abramovich-tres-puissant-john-obi-mikel-sort-ses-verites-il-ma-dit-si-jenvoie-des-gens-au-nigeria-je-peux,fr,football,59,405,14.57,10.4,,,,,
297,https://www.afriquesports.net/afrique/can-2025-alexandre-song-balance-ses-verites-et-choque-avant-cameroun-gabon,can-2025-alexandre-song-balance-ses-verites-et-choque-avant-cameroun-gabon,fr,afrique,58,1722,3.37,4.3,871084,CAN 2025 : Alexandre Song balance ses vérités et choque avant Cameroun–Gabon !,true,2026-01-02,
298,https://www.afriquesports.net/afrique/can-2025-senegal-cest-confirme,can-2025-senegal-cest-confirme,fr,afrique,58,1813,3.20,11.2,868604,"CAN 2025 : Sénégal, c&rsquo;est confirmé !",true,2026-01-02,
299,https://www.afriquesports.net/afrique/senegal/senegal-soudan-tout-savoir-sur-la-billetterie-prix-et-points-de-vente,senegal-soudan-tout-savoir-sur-la-billetterie-prix-et-points-de-vente,fr,afrique,58,3754,1.55,14.5,856723,"Sénégal – Soudan : tout savoir sur la billetterie, prix et points de vente",true,2026-01-01,
300,https://www.afriquesports.net/classement/classement-fifa-le-top-20-africain-devoile-lalgerie-4e-la-cote-divoire-7e,classement-fifa-le-top-20-africain-devoile-lalgerie-4e-la-cote-divoire-7e,fr,classement,58,6455,0.90,9.8,867451,"Classement FIFA : le top 20 africain dévoilé, l’Algérie 4e, la Côte d’Ivoire 7e",true,2026-01-02,
301,https://www.afriquesports.net/coupe-du-monde/ce-pays-risque-gros-exclusion-possible-de-la-can-et-du-mondial-2026,ce-pays-risque-gros-exclusion-possible-de-la-can-et-du-mondial-2026,fr,coupe-du-monde,58,2054,2.82,16.2,853624,Ce pays risque gros : exclusion possible de la CAN et du Mondial 2026 !,true,2026-01-02,
302,https://www.afriquesports.net/en/non-classe/caf-unveils-groundbreaking-changes-for-2026-world-rm-1760197563847,caf-unveils-groundbreaking-changes-for-2026-world-rm-1760197563847,en,non-classe,58,4749,1.22,3.8,,,,,
303,https://www.afriquesports.net/europe/barca-real-enorme-surprise-dans-le-onze-de-xabi-alonso,barca-real-enorme-surprise-dans-le-onze-de-xabi-alonso,fr,europe,58,3836,1.51,7.3,863880,Barça – Real : énorme surprise dans le onze de Xabi Alonso,true,2025-12-30,
304,https://www.afriquesports.net/football/barca-tremble-un-joueur-cle-blesse-pendant-la-treve-internationale,barca-tremble-un-joueur-cle-blesse-pendant-la-treve-internationale,fr,football,58,1128,5.14,9.1,,,,,
305,https://www.afriquesports.net/football/forfait-de-poids-pour-le-clasico-le-barca-retient-son-souffle,forfait-de-poids-pour-le-clasico-le-barca-retient-son-souffle,fr,football,58,2116,2.74,6.4,863078,"Forfait de poids pour le Clásico, le Barça retient son souffle !",true,2026-01-02,
306,https://www.afriquesports.net/football/ngannou-ferreira-cinq-choses-a-savoir-sur-le-combat,ngannou-ferreira-cinq-choses-a-savoir-sur-le-combat,fr,football,58,1334,4.35,18.3,828863,Ngannou &#8211; Ferreira : Tout ce qu&rsquo;il faut savoir sur le combat,true,2025-12-27,
307,https://www.afriquesports.net/afrique/cote-divoire/coup-de-tonnerre-didier-drogba-se-retire-du-ballon-dor,coup-de-tonnerre-didier-drogba-se-retire-du-ballon-dor,fr,afrique,57,4897,1.16,15.3,858538,Didier Drogba n’animera plus la cérémonie du Ballon d’Or 2025 : voici qui le remplace,true,2025-12-31,
308,https://www.afriquesports.net/afrique/senegal/senegal-vs-mauritanie-le-verdict-officiel-est-tombe,senegal-vs-mauritanie-le-verdict-officiel-est-tombe,fr,afrique,57,5606,1.02,8.3,863044,Sénégal vs Mauritanie : le verdict officiel est tombé,true,2025-12-25,
309,https://www.afriquesports.net/algerie/can-2025-le-coup-de-gueule-de-vladimir-petkovic-sur-la-presence-de-zinedine-zidane,can-2025-le-coup-de-gueule-de-vladimir-petkovic-sur-la-presence-de-zinedine-zidane,fr,algerie,57,3337,1.71,5.3,871920,CAN 2025 : le coup de gueule de Vladimir Petkovic sur la présence de Zinédine Zidane,true,2026-01-02,
310,https://www.afriquesports.net/classement/tchouameni-vinicius-jr-mbappe-voici-la-liste-des-grandes-stars-de-football-dorigine-camerounaise,tchouameni-vinicius-jr-mbappe-voici-la-liste-des-grandes-stars-de-football-dorigine-camerounaise,fr,classement,57,3161,1.80,10.5,834742,"Tchouaméni, Vinicius Jr, Mbappé… voici la liste des grandes stars de football d’origine camerounaise",true,2026-01-02,
311,https://www.afriquesports.net/en/non-classe/burkina-fasos-shocking-exclusion-from-world-cup-pl-rm-1760535966358,burkina-fasos-shocking-exclusion-from-world-cup-pl-rm-1760535966358,en,non-classe,57,1543,3.69,9.1,,,,,
312,https://www.afriquesports.net/football/le-football-francais-en-deuil-deces-tragique-dune-star-emblematique,le-football-francais-en-deuil-deces-tragique-dune-star-emblematique,fr,football,57,1043,5.47,9.1,863663,Le football français en deuil : décès tragique d’une star emblématique,true,2026-01-02,
313,https://www.afriquesports.net/afrique/senegal/rdc-senegal-apres-les-incidents-la-caf-prete-a-frapper-fort-avec-une-grosse-decision,rdc-senegal-apres-les-incidents-la-caf-prete-a-frapper-fort-avec-une-grosse-decision,fr,afrique,56,1098,5.10,35.4,858639,"RDC-Sénégal : Après les incidents, la CAF prête à frapper fort avec une grosse décision !",true,2026-01-01,
314,https://www.afriquesports.net/afrique/can-2025-cette-victoire-nabil-djellit-sans-filtre-sur-le-cameroun-apres-le-succes-contre-le-gabon,can-2025-cette-victoire-nabil-djellit-sans-filtre-sur-le-cameroun-apres-le-succes-contre-le-gabon,fr,afrique,55,1868,2.94,4.9,871473,"CAN 2025 : « Cette victoire&#8230; », Nabil Djellit sans filtre sur le Cameroun après le succès contre le Gabon !",true,2026-01-01,
315,https://www.afriquesports.net/afrique/senegal/mondial-2026-q-troisieme-forfait-coup-dur-pour-le-senegal-en-4-jours,mondial-2026-q-troisieme-forfait-coup-dur-pour-le-senegal-en-4-jours,fr,afrique,55,523,10.52,12.9,,,,,
316,https://www.afriquesports.net/article-du-jour/huitiemes-de-finale-de-la-can-2025-calendrier-officiel-dates-et-heures-des-matchs,huitiemes-de-finale-de-la-can-2025-calendrier-officiel-dates-et-heures-des-matchs,fr,article-du-jour,55,4498,1.22,7.2,871945,"Huitièmes de finale de la CAN 2025 : calendrier officiel, dates et heures des matchs",true,2026-01-01,
317,https://www.afriquesports.net/en/non-classe/brazil-targets-senegal-for-high-stakes-friendly-in-rm-1758892558296,brazil-targets-senegal-for-high-stakes-friendly-in-rm-1758892558296,en,non-classe,55,2005,2.74,8.6,,,,,
318,https://www.afriquesports.net/football/camavinga-renvoie-moussa-sissoko-lagent-dousmane-dembele-les-raisons-incroyables-revelees,camavinga-renvoie-moussa-sissoko-lagent-dousmane-dembele-les-raisons-incroyables-revelees,fr,football,55,4368,1.26,13.5,669563,"Camavinga renvoie Moussa Sissoko (l&rsquo;agent d&rsquo;Ousmane Dembélé), les raisons incroyables révélées",true,2025-12-27,
319,https://www.afriquesports.net/football/real-madrid-3-joueurs-touches-par-le-virus-fifa,real-madrid-3-joueurs-touches-par-le-virus-fifa,fr,football,55,3357,1.64,4.6,863275,Real Madrid : 3 joueurs touchés par le virus FIFA !,true,2025-12-30,
320,https://www.afriquesports.net/football/tammy-abraham-david-alaba-ces-10-joueurs-dorigines-nigerianes-qui-ont-refuse-de-jouer-pour-les-super-eagles,tammy-abraham-david-alaba-ces-10-joueurs-dorigines-nigerianes-qui-ont-refuse-de-jouer-pour-les-super-eagles,fr,football,55,1204,4.57,15.2,,,,,
321,https://www.afriquesports.net/afrique/rennes-le-sort-dhabib-beye-bientot-scelle-son-remplacant-connu,rennes-le-sort-dhabib-beye-bientot-scelle-son-remplacant-connu,fr,afrique,54,898,6.01,7.0,862869,"Rennes : le sort d’Habib Beye bientôt scellé, son remplaçant connu ?",true,2025-12-27,
322,https://www.afriquesports.net/europe/triste-nouvelle-une-legende-du-barca-raccroche-les-crampons,triste-nouvelle-une-legende-du-barca-raccroche-les-crampons,fr,europe,54,2605,2.07,5.3,862579,Triste nouvelle : une légende du Barça raccroche les crampons,true,2026-01-01,
323,https://www.afriquesports.net/football/caf-une-grande-nation-officiellement-exclue-des-barrages-pour-la-coupe-du-monde,caf-une-grande-nation-officiellement-exclue-des-barrages-pour-la-coupe-du-monde,fr,football,54,901,5.99,7.9,863577,La CAF prend une sanction sans précédent et exclut officiellement une grande nation des barrages,true,2026-01-01,
324,https://www.afriquesports.net/afrique/senegal/cristiano-ronaldo-se-lache-et-balance-tout-sur-le-senegal,cristiano-ronaldo-se-lache-et-balance-tout-sur-le-senegal,fr,afrique,53,1913,2.77,4.4,864111,Cristiano Ronaldo se lâche et balance tout sur le Sénégal,true,2025-12-25,
325,https://www.afriquesports.net/ballon-dor/ballon-dor-2025-voici-les-5-clubs-en-lice-pour-le-titre-de-club-de-lannee,ballon-dor-2025-voici-les-5-clubs-en-lice-pour-le-titre-de-club-de-lannee,fr,ballon-dor,53,1188,4.46,43.7,855455,Ballon d&rsquo;Or 2025 : voici les 5 clubs en lice pour le titre de club de l&rsquo;année,true,2026-01-01,
326,https://www.afriquesports.net/category/mercato,mercato,fr,category,53,12039,0.44,7.6,,,,,
327,https://www.afriquesports.net/classement/sadio-mane-ronaldo-mbappe-le-top-10-des-footballeurs-les-mieux-payes-au-monde,sadio-mane-ronaldo-mbappe-le-top-10-des-footballeurs-les-mieux-payes-au-monde,fr,classement,53,5358,0.99,8.3,863762,"Sadio Mané, Ronaldo, Mbappé… Le Top 10 des footballeurs les mieux payés au monde !",true,2026-01-02,
328,https://www.afriquesports.net/europe/cancelo-souvre-sur-le-deces-tragique-de-sa-mere-dans-une-interview-emouvante,cancelo-souvre-sur-le-deces-tragique-de-sa-mere-dans-une-interview-emouvante,fr,europe,53,1378,3.85,15.1,463668,Cancelo s&rsquo;ouvre sur le décès tragique de sa mère dans une interview émouvante,true,2026-01-02,
329,https://www.afriquesports.net/foot/maroc-tarik-sektioui-coupe-arabe-2025,maroc-tarik-sektioui-coupe-arabe-2025,fr,foot,53,7425,0.71,4.5,,,,,
330,https://www.afriquesports.net/football/carriere-reussie-les-statistiques-ont-tranche-entre-benzema-et-le-zeus-zlatan-ibrahimovic,carriere-reussie-les-statistiques-ont-tranche-entre-benzema-et-le-zeus-zlatan-ibrahimovic,fr,football,53,630,8.41,23.6,659731,"Carrière réussie, les statistiques ont tranché entre Benzema et le « Zeus » Zlatan Ibrahimovic !",true,2026-01-01,
331,https://www.afriquesports.net/football/drame-en-equateur-ex-international-tue-avec-sa-femme-devant-une-boucherie,drame-en-equateur-ex-international-tue-avec-sa-femme-devant-une-boucherie,fr,football,53,1640,3.23,4.1,870248,Drame en Équateur : ex-international tué avec sa femme devant une boucherie !,true,2025-12-27,
332,https://www.afriquesports.net/football/messi-surprend-tout-le-monde-avec-sa-selection-des-10-jeunes-talents-yamal-exclu,messi-surprend-tout-le-monde-avec-sa-selection-des-10-jeunes-talents-yamal-exclu,fr,football,53,2776,1.91,5.9,863719,"Messi surprend tout le monde avec sa sélection des 10 jeunes talents, Yamal exclu !",true,2026-01-02,
333,https://www.afriquesports.net/football/video-le-premier-but-incroyable-dethan-mbappe-en-professionnel-avec-lille,video-le-premier-but-incroyable-dethan-mbappe-en-professionnel-avec-lille,fr,football,53,2000,2.65,11.5,859296,VIDÉO : Le premier but incroyable d’Ethan Mbappé en professionnel avec Lille,true,2026-01-01,
334,https://www.afriquesports.net/afrique/cameroun/samuel-etoo-se-chauffe-avec-un-supporter-la-video-fait-le-buzz,samuel-etoo-se-chauffe-avec-un-supporter-la-video-fait-le-buzz,fr,afrique,52,1498,3.47,8.7,,,,,
335,https://www.afriquesports.net/afrique/coupe-du-monde-2026-la-raison-derriere-lexclusion-du-burkina-faso-des-barrages-revelee,coupe-du-monde-2026-la-raison-derriere-lexclusion-du-burkina-faso-des-barrages-revelee,fr,afrique,52,2068,2.51,7.0,863670,Coupe du Monde 2026 : la raison derrière l’élimination du Burkina Faso des barrages révélée !,true,2026-01-02,
336,https://www.afriquesports.net/coupe-du-monde/coupe-du-monde-2026-le-guide-complet-des-barrages,coupe-du-monde-2026-le-guide-complet-des-barrages,fr,coupe-du-monde,52,4412,1.18,16.8,858734,Coupe du Monde 2026 : le guide complet des barrages,true,2026-01-02,
337,https://www.afriquesports.net/foot/en-direct-can-2025-senegal-botswana-groupe-d,en-direct-can-2025-senegal-botswana-groupe-d,fr,foot,52,1478,3.52,5.5,871127,EN DIRECT CAN 2025 : Sénégal – Botswana (Groupe D),true,2025-12-29,
338,https://www.afriquesports.net/football/10-clubs-celebres-qui-ont-change-de-nom,10-clubs-celebres-qui-ont-change-de-nom,fr,football,52,368,14.13,10.5,264888,10 clubs célèbres qui ont changé de nom,true,2026-01-02,
339,https://www.afriquesports.net/football/kubo-27e-ansu-fati-8e-le-classement-des-50-meilleurs-joueurs-nes-en-2001-ou-apres,kubo-27e-ansu-fati-8e-le-classement-des-50-meilleurs-joueurs-nes-en-2001-ou-apres,fr,football,52,2694,1.93,9.2,253931,"Kubo 27e, Ansu Fati 8e&#8230; le classement des 50 meilleurs joueurs nés en 2001 ou après",true,2025-12-25,
340,https://www.afriquesports.net/actualites/tres-mauvaise-nouvelle-pour-le-barca-et-pedri-juste-avant-2026,tres-mauvaise-nouvelle-pour-le-barca-et-pedri-juste-avant-2026,fr,actualites,51,1791,2.85,3.2,870211,Très mauvaise nouvelle pour le Barça et Pedri juste avant 2026 !,true,2026-01-02,
341,https://www.afriquesports.net/afrique/can-2025-le-verdict-tombe-la-caf-a-officiellement-tranche-pour-la-guinee,can-2025-le-verdict-tombe-la-caf-a-officiellement-tranche-pour-la-guinee,fr,afrique,51,1785,2.86,8.6,861023,"CAN 2025 : Le verdict tombe, la CAF a officiellement tranché pour la Guinée !",true,2026-01-02,
342,https://www.afriquesports.net/classement/zidane-3e-modric-9e-le-classement-des-10-meilleurs-milieux-de-terrain-au-21e-siecle,zidane-3e-modric-9e-le-classement-des-10-meilleurs-milieux-de-terrain-au-21e-siecle,fr,classement,51,934,5.46,7.1,502916,"Zidane 3e, Modric 9e, le classement des 10 meilleurs milieux de terrain au 21e siècle",true,2025-12-31,
343,https://www.afriquesports.net/europe/les-tops-gardiens-de-but-actuels-qui-nont-jamais-encaisse-de-but-de-cr7,les-tops-gardiens-de-but-actuels-qui-nont-jamais-encaisse-de-but-de-cr7,fr,europe,51,1081,4.72,9.6,,,,,
344,https://www.afriquesports.net/foot/can-2025-remy-vita-comores-defie-maroc,can-2025-remy-vita-comores-defie-maroc,fr,foot,51,5642,0.90,4.3,,,,,
345,https://www.afriquesports.net/football/ce-sont-les-4-joueurs-les-plus-techniques-du-real-courtois-ecarte-benzema-et-vinicius,ce-sont-les-4-joueurs-les-plus-techniques-du-real-courtois-ecarte-benzema-et-vinicius,fr,football,51,934,5.46,8.5,459803,"«Ce sont les 4 joueurs les plus techniques du Real», Courtois écarte Benzema et Vinicius",true,2026-01-02,
